Date,Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA
2019-10-15,0.7111
2019-10-14,0.7106
2019-10-11,0.7108
2019-10-10,0.7115
2019-10-09,0.7112
2019-10-08,0.7107
2019-10-07,0.7111
2019-10-04,0.7118
2019-10-03,0.7098
2019-10-02,0.7098
2019-10-01,0.7108
2019-09-30,0.7101
2019-09-27,0.7109
2019-09-26,0.7109
2019-09-25,0.7099
2019-09-24,0.7105
2019-09-23,0.7099
2019-09-20,0.7093
2019-09-19,0.7104
2019-09-18,0.7104
2019-09-17,0.711
2019-09-16,0.7099
2019-09-13,0.708
2019-09-12,0.7096
2019-09-11,0.7091
2019-09-10,0.7087
2019-09-09,0.7096
2019-09-06,0.7098
2019-09-05,0.7099
2019-09-04,0.7095
2019-09-03,0.7099
2019-09-02,0.7091
2019-08-30,0.7103
2019-08-29,0.7101
2019-08-28,0.7113
2019-08-27,0.7107
2019-08-23,0.7116
2019-08-22,0.711
2019-08-21,0.7127
2019-08-20,0.7102
2019-08-19,0.71
2019-08-16,0.7112
2019-08-15,0.7098
2019-08-14,0.71
2019-08-13,0.7094
2019-08-12,0.709
2019-08-09,0.7099
2019-08-08,0.7092
2019-08-07,0.7098
2019-08-06,0.7096
2019-08-05,0.7092
2019-08-02,0.7083
2019-08-01,0.7087
2019-07-31,0.7081
2019-07-30,0.7092
2019-07-29,0.7087
2019-07-26,0.7097
2019-07-25,0.7091
2019-07-24,0.7095
2019-07-23,0.7095
2019-07-22,0.7076
2019-07-19,0.7094
2019-07-18,0.7096
2019-07-17,0.7093
2019-07-16,0.7087
2019-07-15,0.7095
2019-07-12,0.71
2019-07-11,0.709
2019-07-10,0.709
2019-07-09,0.7089
2019-07-08,0.7088
2019-07-05,0.7077
2019-07-04,0.7093
2019-07-03,0.7089
2019-07-02,0.7082
2019-07-01,0.7093
2019-06-28,0.706
2019-06-27,0.7086
2019-06-26,0.7084
2019-06-25,0.71
2019-06-24,0.7085
2019-06-21,0.7094
2019-06-20,0.7092
2019-06-19,0.7089
2019-06-18,0.7082
2019-06-17,0.708
2019-06-14,0.7078
2019-06-13,0.7083
2019-06-12,0.7086
2019-06-11,0.7082
2019-06-10,0.7082
2019-06-07,0.709
2019-06-06,0.7092
2019-06-05,0.7094
2019-06-04,0.7084
2019-06-03,0.7084
2019-05-31,0.7078
2019-05-30,0.7085
2019-05-29,0.7073
2019-05-28,0.7082
2019-05-24,0.7086
2019-05-23,0.71
2019-05-22,0.7106
2019-05-21,0.7093
2019-05-20,0.7096
2019-05-17,0.7094
2019-05-16,0.71
2019-05-15,0.7096
2019-05-14,0.7095
2019-05-13,0.7096
2019-05-10,0.7098
2019-05-09,0.7103
2019-05-08,0.7092
2019-05-07,0.7094
2019-05-03,0.7098
2019-05-02,0.7107
2019-05-01,0.7103
2019-04-30,0.7109
2019-04-29,0.7097
2019-04-26,0.7107
2019-04-25,0.7096
2019-04-24,0.7087
2019-04-23,0.7092
2019-04-18,0.7087
2019-04-17,0.7084
2019-04-16,0.7081
2019-04-15,0.7082
2019-04-12,0.7074
2019-04-11,0.7075
2019-04-10,0.7081
2019-04-09,0.7072
2019-04-08,0.7079
2019-04-05,0.7076
2019-04-04,0.7068
2019-04-03,0.7064
2019-04-02,0.7055
2019-04-01,0.7055
2019-03-29,0.7036
2019-03-28,0.7051
2019-03-27,0.7047
2019-03-26,0.7059
2019-03-25,0.7046
2019-03-22,0.7053
2019-03-21,0.705
2019-03-20,0.7054
2019-03-19,0.705
2019-03-18,0.7056
2019-03-15,0.7046
2019-03-14,0.7039
2019-03-13,0.7055
2019-03-12,0.7061
2019-03-11,0.7046
2019-03-08,0.7049
2019-03-07,0.7055
2019-03-06,0.7066
2019-03-05,0.7065
2019-03-04,0.7069
2019-03-01,0.7057
2019-02-28,0.705
2019-02-27,0.7065
2019-02-26,0.7074
2019-02-25,0.708
2019-02-22,0.7083
2019-02-21,0.7072
2019-02-20,0.7077
2019-02-19,0.706
2019-02-18,0.7055
2019-02-15,0.7061
2019-02-14,0.7063
2019-02-13,0.7069
2019-02-12,0.705
2019-02-11,0.7059
2019-02-08,0.7056
2019-02-07,0.7065
2019-02-06,0.7066
2019-02-05,0.7048
2019-02-04,0.7051
2019-02-01,0.7025
2019-01-31,0.7034
2019-01-30,0.7034
2019-01-29,0.7036
2019-01-28,0.7054
2019-01-25,0.7045
2019-01-24,0.7057
2019-01-23,0.7053
2019-01-22,0.7047
2019-01-21,0.7055
2019-01-18,0.7059
2019-01-17,0.7055
2019-01-16,0.7059
2019-01-15,0.7057
2019-01-14,0.7067
2019-01-11,0.7072
2019-01-10,0.7067
2019-01-09,0.7063
2019-01-08,0.7052
2019-01-07,0.7052
2019-01-04,0.7046
2019-01-03,0.7048
2019-01-02,0.7044
2018-12-31,0.6998
2018-12-28,0.7047
2018-12-27,0.706
2018-12-24,0.7051
2018-12-21,0.7054
2018-12-20,0.7032
2018-12-19,0.7039
2018-12-18,0.7019
2018-12-17,0.7003
2018-12-14,0.7028
2018-12-13,0.701
2018-12-12,0.7017
2018-12-11,0.7027
2018-12-10,0.7028
2018-12-07,0.702
2018-12-06,0.7021
2018-12-05,0.701
2018-12-04,0.7014
2018-12-03,0.7019
2018-11-30,0.7002
2018-11-29,0.7017
2018-11-28,0.701
2018-11-27,0.7018
2018-11-26,0.701
2018-11-23,0.7032
2018-11-22,0.7031
2018-11-21,0.7028
2018-11-20,0.7013
2018-11-19,0.7006
2018-11-16,0.7007
2018-11-15,0.7019
2018-11-14,0.7013
2018-11-13,0.7025
2018-11-12,0.7023
2018-11-09,0.7028
2018-11-08,0.7023
2018-11-07,0.7031
2018-11-06,0.7017
2018-11-05,0.7009
2018-11-02,0.7005
2018-11-01,0.7006
2018-10-31,0.7002
2018-10-30,0.7013
2018-10-29,0.7011
2018-10-26,0.7021
2018-10-25,0.6988
2018-10-24,0.7023
2018-10-23,0.7004
2018-10-22,0.699
2018-10-19,0.6999
2018-10-18,0.7017
2018-10-17,0.7016
2018-10-16,0.7012
2018-10-15,0.701
2018-10-12,0.7012
2018-10-11,0.6999
2018-10-10,0.6997
2018-10-09,0.7019
2018-10-08,0.7021
2018-10-05,0.701
2018-10-04,0.7023
2018-10-03,0.7015
2018-10-02,0.7026
2018-10-01,0.7021
2018-09-28,0.6964
2018-09-27,0.7015
2018-09-26,0.699
2018-09-25,0.6995
2018-09-24,0.701
2018-09-21,0.7003
2018-09-20,0.6999
2018-09-19,0.7005
2018-09-18,0.7015
2018-09-17,0.7013
2018-09-14,0.7016
2018-09-13,0.7024
2018-09-12,0.7025
2018-09-11,0.7003
2018-09-10,0.7016
2018-09-07,0.7028
2018-09-06,0.7032
2018-09-05,0.7022
2018-09-04,0.7046
2018-09-03,0.702
2018-08-31,0.7042
2018-08-30,0.7058
2018-08-29,0.7048
2018-08-28,0.7032
2018-08-24,0.7036
2018-08-23,0.7035
2018-08-22,0.7028
2018-08-21,0.7037
2018-08-20,0.7039
2018-08-17,0.703
2018-08-16,0.7024
2018-08-15,0.7018
2018-08-14,0.7021
2018-08-13,0.7037
2018-08-10,0.7035
2018-08-09,0.7019
2018-08-08,0.7028
2018-08-07,0.7011
2018-08-06,0.7006
2018-08-03,0.7028
2018-08-02,0.6897
2018-08-01,0.4522
2018-07-31,0.4503
2018-07-30,0.4523
2018-07-27,0.4532
2018-07-26,0.4532
2018-07-25,0.454
2018-07-24,0.4548
2018-07-23,0.4537
2018-07-20,0.4557
2018-07-19,0.4538
2018-07-18,0.4543
2018-07-17,0.4541
2018-07-16,0.4552
2018-07-13,0.4565
2018-07-12,0.4563
2018-07-11,0.4544
2018-07-10,0.4549
2018-07-09,0.4567
2018-07-06,0.458
2018-07-05,0.4563
2018-07-04,0.4546
2018-07-03,0.4543
2018-07-02,0.4531
