Date,Price,Open,High,Low,Vol.,Change %
11-09-15,44.16,44.16,44.16,44.16,,-0.54%
11-06-15,44.4,44.4,44.4,44.4,,-0.67%
11-05-15,44.7,44.7,44.7,44.7,,-1.28%
11-04-15,45.28,45.28,45.28,45.28,,-3.70%
11-03-15,47.02,47.02,47.02,47.02,,3.34%
11-02-15,45.5,45.5,45.5,45.5,,-0.74%
10/30/2015,45.84,45.84,45.84,45.84,,-0.17%
10/29/2015,45.92,45.92,45.92,45.92,,-0.09%
10/28/2015,45.96,45.96,45.96,45.96,,0.57%
10/27/2015,45.7,45.7,45.7,45.7,,-0.20%
10/26/2015,45.79,45.79,45.79,45.79,,-0.24%
10/23/2015,45.9,45.9,45.9,45.9,,-0.07%
10/22/2015,45.93,45.93,45.93,45.93,,0.02%
10/21/2015,45.92,45.92,45.92,45.92,,-0.33%
10/20/2015,46.07,46.07,46.07,46.07,,-0.35%
10/19/2015,46.23,46.23,46.23,46.23,,-1.93%
10/16/2015,47.14,47.14,47.14,47.14,,0.47%
10/15/2015,46.92,46.92,46.92,46.92,,0.19%
10/14/2015,46.83,46.83,46.83,46.83,,-0.06%
10/13/2015,46.86,46.86,46.86,46.86,,-0.62%
10-12-15,47.15,47.15,47.15,47.15,,-3.32%
10-09-15,48.77,48.77,48.77,48.77,,-0.91%
10-08-15,49.22,49.22,49.22,49.22,,2.41%
10-07-15,48.06,48.06,48.06,48.06,,-1.29%
10-06-15,48.69,48.69,48.69,48.69,,4.84%
10-05-15,46.44,46.44,46.44,46.44,,2.43%
10-02-15,45.34,45.34,45.34,45.34,,-0.90%
10-01-15,45.75,45.75,45.75,45.75,,0.82%
09/30/2015,45.38,45.38,45.38,45.38,,-0.02%
09/29/2015,45.39,45.39,45.39,45.39,,0.11%
09/28/2015,45.34,45.34,45.34,45.34,,-0.31%
09/25/2015,45.48,45.48,45.48,45.48,,0.02%
09/24/2015,45.47,45.47,45.47,45.47,,0.20%
09/23/2015,45.38,45.38,45.38,45.38,,-0.70%
09/22/2015,45.7,45.7,45.7,45.7,,0.02%
09/21/2015,45.69,45.69,45.69,45.69,,1.22%
09/18/2015,45.14,45.14,45.14,45.14,,-1.18%
09/17/2015,45.68,45.68,45.68,45.68,,-0.46%
09/16/2015,45.89,45.89,45.89,45.89,,0.95%
09/15/2015,45.46,45.46,45.46,45.46,,-0.22%
09/14/2015,45.56,45.56,45.56,45.56,,-2.06%
09-11-15,46.52,46.52,46.52,46.52,,-1.06%
09-10-15,47.02,47.02,47.02,47.02,,2.06%
09-09-15,46.07,46.07,46.07,46.07,,-2.68%
09-08-15,47.34,47.34,47.34,47.34,,-0.50%
09-04-15,47.58,47.58,47.58,47.58,,-2.00%
09-03-15,48.55,48.55,48.55,48.55,,0.60%
09-02-15,48.26,48.26,48.26,48.26,,1.41%
09-01-15,47.59,47.59,47.59,47.59,,-9.71%
08/31/2015,52.71,52.71,52.71,52.71,,10.39%
08/28/2015,47.75,47.75,47.75,47.75,,0.27%
08/27/2015,47.62,47.62,47.62,47.62,,1.15%
08/26/2015,47.08,47.08,47.08,47.08,,0.06%
08/25/2015,47.05,47.05,47.05,47.05,,0.41%
08/24/2015,46.86,46.86,46.86,46.86,,-1.74%
08/21/2015,47.69,47.69,47.69,47.69,,-1.08%
08/20/2015,48.21,48.21,48.21,48.21,,-0.35%
08/19/2015,48.38,48.38,48.38,48.38,,-1.51%
08/18/2015,49.12,49.12,49.12,49.12,,-0.37%
08/17/2015,49.3,49.3,49.3,49.3,,-0.60%
08/14/2015,49.6,49.6,49.6,49.6,,-0.48%
08/13/2015,49.84,49.84,49.84,49.84,,-0.84%
08-12-15,50.26,50.26,50.26,50.26,,1.39%
08-11-15,49.57,49.57,49.57,49.57,,-2.13%
08-10-15,50.65,50.65,50.65,50.65,,1.79%
08-07-15,49.76,49.76,49.76,49.76,,-0.34%
08-06-15,49.93,49.93,49.93,49.93,,-0.04%
08-05-15,49.95,49.95,49.95,49.95,,-0.28%
08-04-15,50.09,50.09,50.09,50.09,,1.15%
08-03-15,49.52,49.52,49.52,49.52,,-11.84%
07/30/2015,56.17,56.17,56.17,56.17,,0.09%
07/29/2015,56.12,56.12,56.12,56.12,,0.02%
07/28/2015,56.11,56.11,56.11,56.11,,0.05%
07/27/2015,56.08,56.08,56.08,56.08,,-0.32%
07/24/2015,56.26,56.26,56.26,56.26,,-0.20%
07/23/2015,56.37,56.37,56.37,56.37,,-0.39%
07/22/2015,56.59,56.59,56.59,56.59,,-0.44%
07/21/2015,56.84,56.84,56.84,56.84,,0.25%
07/20/2015,56.7,56.7,56.7,56.7,,-0.46%
07/17/2015,56.96,56.96,56.96,56.96,,0.21%
07/16/2015,56.84,56.84,56.84,56.84,,-0.23%
07/15/2015,56.97,56.97,56.97,56.97,,-1.79%
07/14/2015,58.01,58.01,58.01,58.01,,0.19%
07/13/2015,57.9,57.9,57.9,57.9,,-0.86%
07-10-15,58.4,58.4,58.4,58.4,,0.24%
07-09-15,58.26,58.26,58.26,58.26,,1.80%
07-08-15,57.23,57.23,57.23,57.23,,0.72%
07-07-15,56.82,56.82,56.82,56.82,,0.83%
07-06-15,56.35,56.35,56.35,56.35,,-7.85%
07-02-15,61.15,61.15,61.15,61.15,,-0.15%
07-01-15,61.24,61.24,61.24,61.24,,-0.89%
06/30/2015,61.79,61.79,61.79,61.79,,0.05%
06/29/2015,61.76,61.76,61.76,61.76,,-0.24%
06/26/2015,61.91,61.91,61.91,61.91,,0.05%
06/25/2015,61.88,61.88,61.88,61.88,,-0.02%
06/24/2015,61.89,61.89,61.89,61.89,,-0.19%
06/23/2015,62.01,62.01,62.01,62.01,,0.50%
06/22/2015,61.7,61.7,61.7,61.7,,0.24%
06/19/2015,61.55,61.55,61.55,61.55,,-0.87%
06/18/2015,62.09,62.09,62.09,62.09,,0.26%
06/17/2015,61.93,61.93,61.93,61.93,,0.34%
06/16/2015,61.72,61.72,61.72,61.72,,-0.48%
06/15/2015,62.02,62.02,62.02,62.02,,-0.66%
06-12-15,62.43,62.43,62.43,62.43,,-1.00%
06-11-15,63.06,63.06,63.06,63.06,,-0.16%
06-10-15,63.16,63.16,63.16,63.16,,1.12%
06-09-15,62.46,62.46,62.46,62.46,,2.38%
06-08-15,61.01,61.01,61.01,61.01,,-1.04%
06-05-15,61.65,61.65,61.65,61.65,,1.75%
06-04-15,60.59,60.59,60.59,60.59,,-2.64%
06-03-15,62.23,62.23,62.23,62.23,,-2.35%
06-02-15,63.73,63.73,63.73,63.73,,1.05%
06-01-15,63.07,63.07,63.07,63.07,,-0.77%
05/29/2015,63.56,63.56,63.56,63.56,,0.09%
05/28/2015,63.5,63.5,63.5,63.5,,0.19%
05/27/2015,63.38,63.38,63.38,63.38,,-0.19%
05/26/2015,63.5,63.5,63.5,63.5,,-0.30%
05/22/2015,63.69,63.69,63.69,63.69,,-0.61%
05/21/2015,64.08,64.08,64.08,64.08,,0.68%
05/20/2015,63.65,63.65,63.65,63.65,,0.89%
05/19/2015,63.09,63.09,63.09,63.09,,-1.88%
05/18/2015,64.3,64.3,64.3,64.3,,-0.43%
05/15/2015,64.58,64.58,64.58,64.58,,-0.11%
05/14/2015,64.65,64.65,64.65,64.65,,-0.40%
05/13/2015,64.91,64.91,64.91,64.91,,-0.06%
05-12-15,64.95,64.95,64.95,64.95,,1.93%
05-11-15,63.72,63.72,63.72,63.72,,-0.39%
05-08-15,63.97,63.97,63.97,63.97,,0.11%
05-07-15,63.9,63.9,63.9,63.9,,-2.65%
05-06-15,65.64,65.64,65.64,65.64,,0.78%
05-05-15,65.13,65.13,65.13,65.13,,1.54%
05-04-15,64.14,64.14,64.14,64.14,0.01K,-0.16%
05-01-15,64.24,64.24,64.24,64.24,,9.72%
04/30/2015,58.55,58.55,58.55,58.55,,0.07%
04/29/2015,58.51,58.51,58.51,58.51,,0.12%
04/28/2015,58.44,58.44,58.44,58.44,,-0.03%
04/27/2015,58.46,58.46,58.46,58.46,,0.03%
04/24/2015,58.44,58.44,58.44,58.44,,0.09%
04/23/2015,58.39,58.39,58.39,58.39,,0.76%
04/22/2015,57.95,57.95,57.95,57.95,,0.38%
04/21/2015,57.73,57.73,57.73,57.73,,-1.18%
04/20/2015,58.42,58.42,58.42,58.42,,-0.02%
04/17/2015,58.43,58.43,58.43,58.43,,-0.53%
04/16/2015,58.74,58.74,58.74,58.74,,-0.10%
04/15/2015,58.8,58.8,58.8,58.8,,3.30%
04/14/2015,56.92,56.92,56.92,56.92,,1.16%
04/13/2015,56.27,56.27,56.27,56.27,,0.50%
04-10-15,55.99,55.99,55.99,55.99,,1.95%
04-09-15,54.92,54.92,54.92,54.92,,1.65%
04-08-15,54.03,54.03,54.03,54.03,,-5.21%
04-07-15,57,57,57,57,,1.35%
04-06-15,56.24,56.24,56.24,56.24,,2.57%
04-03-15,54.83,54.83,54.83,54.83,,0.00%
04-02-15,54.83,54.83,54.83,54.83,0.01K,-1.15%
04-01-15,55.47,55.47,55.47,55.47,0.01K,1.48%
03/31/2015,54.66,54.66,54.66,54.66,,0.04%
03/30/2015,54.64,54.64,54.64,54.64,,-0.09%
03/27/2015,54.69,54.69,54.69,54.69,,-0.62%
03/26/2015,55.03,55.03,55.03,55.03,,0.82%
03/25/2015,54.58,54.58,54.58,54.58,,0.46%
03/24/2015,54.33,54.33,54.33,54.33,,-0.26%
03/23/2015,54.47,54.47,54.47,54.47,,0.28%
03/20/2015,54.32,54.32,54.32,54.32,,0.84%
03/19/2015,53.87,53.87,53.87,53.87,,-1.28%
03/18/2015,54.57,54.57,54.57,54.57,,1.83%
03/17/2015,53.59,53.59,53.59,53.59,,-0.65%
03/16/2015,53.94,53.94,53.94,53.94,,-0.77%
03/13/2015,54.36,54.36,54.36,54.36,,-2.12%
03-12-15,55.54,55.54,55.54,55.54,,-0.66%
03-11-15,55.91,55.91,55.91,55.91,,1.47%
03-10-15,55.1,55.1,55.1,55.1,,-2.70%
03-09-15,56.63,56.63,56.63,56.63,,-1.36%
03-06-15,57.41,57.41,57.41,57.41,,-0.78%
03-05-15,57.86,57.86,57.86,57.86,,-0.48%
03-04-15,58.14,58.14,58.14,58.14,,-0.90%
03-03-15,58.67,58.67,58.67,58.67,,2.88%
03-02-15,57.03,57.03,57.03,57.03,,2.87%
02/27/2015,55.44,55.44,55.44,55.44,,0.20%
02/26/2015,55.33,55.33,55.33,55.33,,-0.23%
02/25/2015,55.46,55.46,55.46,55.46,,0.67%
02/24/2015,55.09,55.09,55.09,55.09,,-0.27%
02/23/2015,55.24,55.24,55.24,55.24,,-1.74%
02/20/2015,56.22,56.22,56.22,56.22,,0.00%
02/19/2015,56.22,56.22,56.22,56.22,,0.00%
02/18/2015,56.22,56.22,56.22,56.22,,0.05%
02/17/2015,56.19,56.19,56.19,56.19,,0.61%
02/13/2015,55.85,55.85,55.85,55.85,,1.14%
02-12-15,55.22,55.22,55.22,55.22,,3.64%
02-11-15,53.28,53.28,53.28,53.28,,-0.97%
02-10-15,53.8,53.8,53.8,53.8,,-1.91%
02-09-15,54.85,54.85,54.85,54.85,,0.68%
02-06-15,54.48,54.48,54.48,54.48,,1.53%
02-05-15,53.66,53.66,53.66,53.66,,-0.70%
02-04-15,54.04,54.04,54.04,54.04,,2.17%
02-03-15,52.89,52.89,52.89,52.89,,1.32%
02-02-15,52.2,52.2,52.2,52.2,,14.55%
01/30/2015,45.57,45.57,45.57,45.57,,0.00%
01/29/2015,45.57,45.57,45.57,45.57,,0.09%
01/28/2015,45.53,45.53,45.53,45.53,,-0.24%
01/27/2015,45.64,45.64,45.64,45.64,,0.48%
01/26/2015,45.42,45.42,45.42,45.42,,-0.22%
01/23/2015,45.52,45.52,45.52,45.52,,0.26%
01/22/2015,45.4,45.4,45.4,45.4,,-0.31%
01/21/2015,45.54,45.54,45.54,45.54,,0.55%
01/20/2015,45.29,45.29,45.29,45.29,,-1.80%
01/16/2015,46.12,46.12,46.12,46.12,,1.18%
01/15/2015,45.58,45.58,45.58,45.58,,-1.98%
01/14/2015,46.5,46.5,46.5,46.5,,2.51%
01/13/2015,45.36,45.36,45.36,45.36,,-1.28%
01-12-15,45.95,45.95,45.95,45.95,,-3.69%
01-09-15,47.71,47.71,47.71,47.71,,-0.62%
01-08-15,48.01,48.01,48.01,48.01,,-0.46%
01-07-15,48.23,48.23,48.23,48.23,,0.10%
01-06-15,48.18,48.18,48.18,48.18,,-2.63%
01-05-15,49.48,49.48,49.48,49.48,,-7.86%
01-02-15,53.7,53.7,53.7,53.7,,-10.66%
12/31/2014,60.11,60.11,60.11,60.11,,-0.07%
12/30/2014,60.15,60.15,60.15,60.15,,-0.15%
12/29/2014,60.24,60.24,60.24,60.24,,-0.28%
12/26/2014,60.41,60.41,60.41,60.41,,-0.02%
12/24/2014,60.42,60.42,60.42,60.42,,-0.41%
12/23/2014,60.67,60.67,60.67,60.67,,0.60%
12/22/2014,60.31,60.31,60.31,60.31,,-0.49%
12/19/2014,60.61,60.61,60.61,60.61,,0.92%
12/18/2014,60.06,60.06,60.06,60.06,,-1.12%
12/17/2014,60.74,60.74,60.74,60.74,,0.55%
12/16/2014,60.41,60.41,60.41,60.41,,-1.19%
12/15/2014,61.14,61.14,61.14,61.14,,-0.71%
12-12-14,61.58,61.58,61.58,61.58,,-1.68%
12-11-14,62.63,62.63,62.63,62.63,,-0.45%
12-10-14,62.91,62.91,62.91,62.91,,-2.77%
12-09-14,64.7,64.7,64.7,64.7,,0.72%
12-08-14,64.24,64.24,64.24,64.24,,-2.96%
12-05-14,66.2,66.2,66.2,66.2,,-1.12%
12-04-14,66.95,66.95,66.95,66.95,,-0.18%
12-03-14,67.07,67.07,67.07,67.07,,-1.43%
12-02-14,68.04,68.04,68.04,68.04,,-2.92%
12-01-14,70.09,70.09,70.09,70.09,,-8.18%
11/28/2014,76.33,76.33,76.33,76.33,,-0.38%
11/26/2014,76.62,76.62,76.62,76.62,,-0.14%
11/25/2014,76.73,76.73,76.73,76.73,,-0.29%
11/24/2014,76.95,76.95,76.95,76.95,,-0.10%
11/21/2014,77.03,77.03,77.03,77.03,,0.51%
11/20/2014,76.64,76.64,76.64,76.64,,0.45%
11/19/2014,76.3,76.3,76.3,76.3,,-0.24%
11/18/2014,76.48,76.48,76.48,76.48,,-0.48%
11/17/2014,76.85,76.85,76.85,76.85,,0.00%
11/14/2014,76.85,76.85,76.85,76.85,,0.93%
11/13/2014,76.14,76.14,76.14,76.14,,-2.67%
11-12-14,78.23,78.23,78.23,78.23,,-0.77%
11-11-14,78.84,78.84,78.84,78.84,,-0.71%
11-10-14,79.4,79.4,79.4,79.4,,-0.99%
11-07-14,80.19,80.19,80.19,80.19,,0.31%
11-06-14,79.94,79.94,79.94,79.94,,-0.24%
11-05-14,80.13,80.13,80.13,80.13,,-0.12%
11-04-14,80.23,80.23,80.23,80.23,,-2.29%
11-03-14,82.11,82.11,82.11,82.11,,-5.22%
10/31/2014,86.63,86.63,86.63,86.63,,-0.03%
10/30/2014,86.66,86.66,86.66,86.66,,-0.10%
10/29/2014,86.75,86.75,86.75,86.75,,0.13%
10/28/2014,86.64,86.64,86.64,86.64,,0.13%
10/27/2014,86.53,86.53,86.53,86.53,,-0.09%
10/24/2014,86.61,86.61,86.61,86.61,,-0.09%
10/23/2014,86.69,86.69,86.69,86.69,,0.41%
10/22/2014,86.34,86.34,86.34,86.34,,-0.58%
10/21/2014,86.84,86.84,86.84,86.84,,0.00%
10/20/2014,86.84,86.84,86.84,86.84,,-0.33%
10/17/2014,87.13,87.13,87.13,87.13,,0.09%
10/16/2014,87.05,87.05,87.05,87.05,,1.12%
10/15/2014,86.09,86.09,86.09,86.09,,-1.23%
10/14/2014,87.16,87.16,87.16,87.16,,-2.42%
10/13/2014,89.32,89.32,89.32,89.32,,-0.37%
10-10-14,89.65,89.65,89.65,89.65,,0.31%
10-09-14,89.37,89.37,89.37,89.37,,-1.16%
10-08-14,90.42,90.42,90.42,90.42,,-0.76%
10-07-14,91.11,91.11,91.11,91.11,,-1.51%
10-06-14,92.51,92.51,92.51,92.51,,1.26%
10-03-14,91.36,91.36,91.36,91.36,,-0.91%
10-02-14,92.2,92.2,92.2,92.2,,-0.84%
10-01-14,92.98,92.98,92.98,92.98,,-3.62%
09/30/2014,96.47,96.47,96.47,96.47,,-0.02%
09/29/2014,96.49,96.49,96.49,96.49,,-0.01%
09/26/2014,96.5,96.5,96.5,96.5,,-0.04%
09/25/2014,96.54,96.54,96.54,96.54,,0.02%
09/24/2014,96.52,96.52,96.52,96.52,,0.04%
09/23/2014,96.48,96.48,96.48,96.48,,-0.02%
09/22/2014,96.5,96.5,96.5,96.5,,-0.44%
09/19/2014,96.93,96.93,96.93,96.93,,0.25%
09/18/2014,96.69,96.69,96.69,96.69,,-0.56%
09/17/2014,97.23,97.23,97.23,97.23,,-0.11%
09/16/2014,97.34,97.34,97.34,97.34,,0.28%
09/15/2014,97.07,97.07,97.07,97.07,,0.06%
09-12-14,97.01,97.01,97.01,97.01,,-0.36%
09-11-14,97.36,97.36,97.36,97.36,,0.14%
09-10-14,97.22,97.22,97.22,97.22,,-0.79%
09-09-14,97.99,97.99,97.99,97.99,,-0.46%
09-08-14,98.44,98.44,98.44,98.44,,-0.37%
09-05-14,98.81,98.81,98.81,98.81,,-0.93%
09-04-14,99.74,99.74,99.74,99.74,,-1.18%
09-03-14,100.93,100.93,100.93,100.93,,2.28%
09-02-14,98.68,98.68,98.68,98.68,,-3.00%
08/29/2014,101.73,101.73,101.73,101.73,,-0.03%
08/28/2014,101.76,101.76,101.76,101.76,,-0.03%
08/27/2014,101.79,101.79,101.79,101.79,,0.12%
08/26/2014,101.67,101.67,101.67,101.67,,0.01%
08/25/2014,101.66,101.66,101.66,101.66,,0.09%
08/22/2014,101.57,101.57,101.57,101.57,,-0.21%
08/21/2014,101.78,101.78,101.78,101.78,,0.03%
08/20/2014,101.75,101.75,101.75,101.75,,0.16%
08/19/2014,101.59,101.59,101.59,101.59,,-0.02%
08/18/2014,101.61,101.61,101.61,101.61,,-0.81%
08/15/2014,102.44,102.44,102.44,102.44,,0.65%
08/14/2014,101.78,101.78,101.78,101.78,,-1.74%
08/13/2014,103.58,103.58,103.58,103.58,,0.73%
08-12-14,102.83,102.83,102.83,102.83,,-0.70%
08-11-14,103.55,103.55,103.55,103.55,,-0.06%
08-08-14,103.61,103.61,103.61,103.61,,-0.30%
08-07-14,103.92,103.92,103.92,103.92,,0.83%
08-06-14,103.06,103.06,103.06,103.06,,-0.02%
08-05-14,103.08,103.08,103.08,103.08,,-1.12%
08-04-14,104.25,104.25,104.25,104.25,,0.78%
08-01-14,103.44,103.44,103.44,103.44,,-2.55%
07/31/2014,106.15,106.15,106.15,106.15,,-0.05%
07/30/2014,106.2,106.2,106.2,106.2,,-0.09%
07/29/2014,106.3,106.3,106.3,106.3,,0.11%
07/28/2014,106.18,106.18,106.18,106.18,,-0.22%
07/25/2014,106.41,106.41,106.41,106.41,,0.24%
07/24/2014,106.16,106.16,106.16,106.16,,-0.19%
07/23/2014,106.36,106.36,106.36,106.36,,0.11%
07/22/2014,106.24,106.24,106.24,106.24,,0.02%
07/21/2014,106.22,106.22,106.22,106.22,,0.24%
07/18/2014,105.97,105.97,105.97,105.97,,-0.37%
07/17/2014,106.36,106.36,106.36,106.36,,0.40%
07/16/2014,105.94,105.94,105.94,105.94,,0.05%
07/15/2014,105.89,105.89,105.89,105.89,,-0.28%
07/14/2014,106.19,106.19,106.19,106.19,,0.38%
07-11-14,105.79,105.79,105.79,105.79,,-1.00%
07-10-14,106.86,106.86,106.86,106.86,,0.27%
07-09-14,106.57,106.57,106.57,106.57,,1.30%
07-08-14,105.2,105.2,105.2,105.2,,0.00%
07-07-14,105.2,105.2,105.2,105.2,,0.00%
07-03-14,105.2,105.2,105.2,105.2,,0.00%
07-02-14,105.2,105.2,105.2,105.2,,0.00%
07-01-14,105.2,105.2,105.2,105.2,,1.15%
06/27/2014,104,104,104,104,,0.00%
06/26/2014,104,104,104,104,,0.00%
06/25/2014,104,104,104,104,,0.00%
06/24/2014,104,104,104,104,,0.00%
06/23/2014,104,104,104,104,,0.00%
06/20/2014,104,104,104,104,,0.00%
06/19/2014,104,104,104,104,,0.00%
06/18/2014,104,104,104,104,,0.00%
06/17/2014,104,104,104,104,,0.00%
06/16/2014,104,104,104,104,,0.00%
06/13/2014,104,104,104,104,,0.00%
06-12-14,104,104,104,104,,0.00%
06-11-14,104,104,104,104,,0.00%
06-10-14,104,104,104,104,,0.00%
06-09-14,104,104,104,104,,0.00%
06-06-14,104,104,104,104,,0.00%
06-05-14,104,104,104,104,,0.00%
06-04-14,104,104,104,104,,0.00%
06-03-14,104,104,104,104,,0.00%
06-02-14,104,104,104,104,,0.00%
05/29/2014,104,104,104,104,,0.00%
05/28/2014,104,104,104,104,,0.00%
05/27/2014,104,104,104,104,,0.00%
05/23/2014,104,104,104,104,,0.00%
05/22/2014,104,104,104,104,,0.00%
05/21/2014,104,104,104,104,,0.00%
05/20/2014,104,104,104,104,,0.00%
05/19/2014,104,104,104,104,,0.00%
05/16/2014,104,104,104,104,,0.00%
05/15/2014,104,104,104,104,,0.00%
05/14/2014,104,104,104,104,,0.00%
05/13/2014,104,104,104,104,,0.00%
05-12-14,104,104,104,104,,0.00%
05-09-14,104,104,104,104,,0.00%
05-08-14,104,104,104,104,,0.00%
05-07-14,104,104,104,104,,0.00%
05-06-14,104,104,104,104,,0.00%
05-05-14,104,104,104,104,,0.00%
05-02-14,104,104,104,104,,0.00%
05-01-14,104,104,104,104,,0.00%
04/30/2014,104,104,104,104,,0.00%
04/29/2014,104,104,104,104,,0.00%
04/28/2014,104,104,104,104,,0.00%
,,,,,,
