Date,Price,Open,High,Low,Vol.,Change %
04/25/2022,102.3,102.3,102.3,102.3,,-1.09%
04/22/2022,103.43,103.43,103.43,103.43,,-0.40%
04/21/2022,103.85,103.85,103.85,103.85,,0.71%
04/20/2022,103.12,103.12,103.12,103.12,,0.02%
04/19/2022,103.09,103.09,103.09,103.09,,-2.22%
04/18/2022,105.44,105.44,105.44,105.44,,0.59%
04/14/2022,104.82,104.82,104.82,104.82,,1.08%
04/13/2022,103.7,103.7,103.7,103.7,,2.18%
04-12-22,101.49,101.49,101.49,101.49,,4.61%
04-11-22,97.02,97.02,97.02,97.02,,-2.71%
04-08-22,99.72,99.72,99.72,99.72,,1.31%
04-07-22,98.42,98.42,98.42,98.42,,-0.39%
04-06-22,98.81,98.81,98.81,98.81,,-4.32%
04-05-22,103.27,103.27,103.27,103.27,,-1.43%
04-04-22,104.77,104.77,104.77,104.77,,2.86%
04-01-22,101.85,101.85,101.85,101.85,,-8.15%
03/31/2022,110.89,110.89,110.89,110.89,,0.00%
03/30/2022,110.89,110.89,110.89,110.89,,0.31%
03/29/2022,110.55,110.55,110.55,110.55,,-0.26%
03/28/2022,110.84,110.84,110.84,110.84,,-1.12%
03/25/2022,112.1,112.1,112.1,112.1,,0.25%
03/24/2022,111.82,111.82,111.82,111.82,,-0.68%
03/23/2022,112.59,112.59,112.59,112.59,,1.04%
03/22/2022,111.43,111.43,111.43,111.43,,-0.27%
03/21/2022,111.73,111.73,111.73,111.73,,2.52%
03/18/2022,108.99,108.99,108.99,108.99,,0.19%
03/17/2022,108.78,108.78,108.78,108.78,,3.71%
03/16/2022,104.89,104.89,104.89,104.89,,-0.83%
03/15/2022,105.76,105.76,105.76,105.76,,-3.13%
03/14/2022,109.18,109.18,109.18,109.18,,-3.03%
03-11-22,112.59,112.59,112.59,112.59,,2.17%
03-10-22,110.2,110.2,110.2,110.2,,-0.59%
03-09-22,110.86,110.86,110.86,110.86,,-9.53%
03-08-22,122.53,122.53,122.53,122.53,,3.68%
03-07-22,118.18,118.18,118.18,118.18,,2.81%
03-04-22,114.95,114.95,114.95,114.95,,7.86%
03-03-22,106.58,106.58,106.58,106.58,,-2.58%
03-02-22,109.4,109.4,109.4,109.4,,7.25%
03-01-22,102,102,102,102,,10.47%
02/28/2022,92.34,92.34,92.34,92.34,,0.45%
02/25/2022,91.93,91.93,91.93,91.93,,-0.16%
02/24/2022,92.07,92.07,92.07,92.07,,0.40%
02/23/2022,91.7,91.7,91.7,91.7,,-0.15%
02/22/2022,91.84,91.84,91.84,91.84,,1.04%
02/18/2022,90.9,90.9,90.9,90.9,,0.25%
02/17/2022,90.67,90.67,90.67,90.67,,-0.97%
02/16/2022,91.56,91.56,91.56,91.56,,0.77%
02/15/2022,90.86,90.86,90.86,90.86,,-1.89%
02/14/2022,92.61,92.61,92.61,92.61,,0.89%
02-11-22,91.79,91.79,91.79,91.79,,2.08%
02-10-22,89.92,89.92,89.92,89.92,,0.04%
02-09-22,89.88,89.88,89.88,89.88,,0.67%
02-08-22,89.28,89.28,89.28,89.28,,-1.63%
02-07-22,90.76,90.76,90.76,90.76,,-0.33%
02-04-22,91.06,91.06,91.06,91.06,,2.13%
02-03-22,89.16,89.16,89.16,89.16,,1.58%
02-02-22,87.77,87.77,87.77,87.77,,0.40%
02-01-22,87.42,87.42,87.42,87.42,,4.76%
01/31/2022,83.45,83.45,83.45,83.45,,0.11%
01/28/2022,83.36,83.36,83.36,83.36,,0.04%
01/27/2022,83.33,83.33,83.33,83.33,,-0.07%
01/26/2022,83.39,83.39,83.39,83.39,,0.22%
01/25/2022,83.21,83.21,83.21,83.21,,0.41%
01/24/2022,82.87,82.87,82.87,82.87,,-0.50%
01/21/2022,83.29,83.29,83.29,83.29,,-0.25%
01/20/2022,83.5,83.5,83.5,83.5,,-0.07%
01/19/2022,83.56,83.56,83.56,83.56,,0.41%
01/18/2022,83.22,83.22,83.22,83.22,,1.15%
01/14/2022,82.27,82.27,82.27,82.27,,1.19%
01/13/2022,81.3,81.3,81.3,81.3,,-0.05%
01-12-22,81.34,81.34,81.34,81.34,,0.68%
01-11-22,80.79,80.79,80.79,80.79,,2.41%
01-10-22,78.89,78.89,78.89,78.89,,-0.80%
01-07-22,79.53,79.53,79.53,79.53,,-0.20%
01-06-22,79.69,79.69,79.69,79.69,,1.12%
01-05-22,78.81,78.81,78.81,78.81,,1.00%
01-04-22,78.03,78.03,78.03,78.03,,1.30%
01-03-22,77.03,77.03,77.03,77.03,,5.25%
12/31/2021,73.19,73.19,73.19,73.19,,-0.01%
12/30/2021,73.2,73.2,73.2,73.2,,-0.01%
12/29/2021,73.21,73.21,73.21,73.21,,0.06%
12/28/2021,73.16,73.16,73.16,73.16,,-0.05%
12/27/2021,73.2,73.2,73.2,73.2,,0.29%
12/23/2021,72.99,72.99,72.99,72.99,,0.39%
12/22/2021,72.71,72.71,72.71,72.71,,0.39%
12/21/2021,72.42,72.42,72.42,72.42,,1.07%
12/20/2021,71.65,71.66,71.66,71.66,,-1.07%
12/17/2021,72.43,72.43,72.43,72.43,,-0.81%
12/16/2021,73.02,73.02,73.02,73.02,,0.88%
12/15/2021,72.38,72.38,72.38,72.38,,0.22%
12/14/2021,72.22,72.22,72.22,72.22,,-0.67%
12/13/2021,72.71,72.71,72.71,72.71,,-0.66%
12-10-21,73.19,73.19,73.19,73.19,,0.65%
12-09-21,72.72,72.72,72.72,72.72,,-1.32%
12-08-21,73.69,73.69,73.69,73.69,,0.21%
12-07-21,73.54,73.54,73.54,73.54,,2.64%
12-06-21,71.65,71.65,71.65,71.65,,3.98%
12-03-21,68.91,68.91,68.91,68.91,,0.43%
12-02-21,68.62,68.62,68.62,68.62,,1.30%
12-01-21,67.73,67.73,67.73,67.73,,-15.62%
11/30/2021,80.28,80.28,80.28,80.28,,-0.04%
11/29/2021,80.31,80.31,80.31,80.31,,0.28%
11/26/2021,80.08,80.08,80.08,80.08,,-1.38%
11/24/2021,81.2,81.2,81.2,81.2,,-0.02%
11/23/2021,81.22,81.22,81.22,81.22,,0.83%
11/22/2021,80.55,80.55,80.55,80.55,,0.27%
11/19/2021,80.33,80.33,80.33,80.33,,-0.96%
11/18/2021,81.11,81.11,81.11,81.11,,0.43%
11/17/2021,80.76,80.76,80.76,80.76,,-1.11%
11/16/2021,81.67,81.67,81.67,81.67,,0.32%
11/15/2021,81.41,81.41,81.41,81.41,,-0.09%
11-12-21,81.48,81.48,81.48,81.48,,-0.23%
11-11-21,81.67,81.67,81.67,81.67,,0.49%
11-10-21,81.27,81.27,81.27,81.27,,-1.59%
11-09-21,82.58,82.58,82.58,82.58,,1.18%
11-08-21,81.62,81.62,81.62,81.62,,0.84%
11-05-21,80.94,80.94,80.94,80.94,,2.52%
11-04-21,78.95,78.95,78.95,78.95,,-1.51%
11-03-21,80.16,80.16,80.16,80.16,,-2.88%
11-02-21,82.54,82.54,82.54,82.54,,0.18%
11-01-21,82.38,82.38,82.38,82.38,,0.98%
10/29/2021,81.58,81.58,81.58,81.58,,0.04%
10/28/2021,81.55,81.55,81.55,81.55,,-0.06%
10/27/2021,81.6,81.6,81.6,81.6,,-0.27%
10/26/2021,81.82,81.82,81.82,81.82,,0.11%
10/25/2021,81.73,81.73,81.73,81.73,,0.14%
10/22/2021,81.61,81.61,81.61,81.61,,0.22%
10/21/2021,81.44,81.44,81.44,81.44,,-0.46%
10/20/2021,81.81,81.81,81.81,81.81,,0.24%
10/19/2021,81.61,81.61,81.61,81.61,,0.37%
10/18/2021,81.31,81.31,81.31,81.31,,-0.24%
10/15/2021,81.51,81.51,81.51,81.51,,0.69%
10/14/2021,80.95,80.95,80.95,80.95,,0.63%
10/13/2021,80.45,80.45,80.45,80.45,,-0.17%
10-12-21,80.58,80.58,80.58,80.58,,-0.12%
10-11-21,80.68,80.68,80.68,80.68,,1.15%
10-08-21,79.76,79.76,79.76,79.76,,0.39%
10-07-21,79.45,79.45,79.45,79.45,,0.96%
10-06-21,78.69,78.69,78.69,78.69,,-1.28%
10-05-21,79.71,79.71,79.71,79.71,,1.51%
10-04-21,78.52,78.52,78.52,78.52,,2.29%
10-01-21,76.77,76.77,76.77,76.77,,5.73%
09/30/2021,72.61,72.61,72.61,72.61,,0.05%
09/29/2021,72.57,72.57,72.57,72.57,,-0.08%
09/28/2021,72.63,72.63,72.63,72.63,,0.02%
09/27/2021,72.61,72.61,72.61,72.61,,0.22%
09/24/2021,72.45,72.45,72.45,72.45,,0.13%
09/23/2021,72.35,72.35,72.35,72.35,,0.29%
09/22/2021,72.14,72.14,72.14,72.14,,0.79%
09/21/2021,71.57,71.57,71.57,71.57,,0.30%
09/20/2021,71.36,71.36,71.36,71.36,,-0.78%
09/17/2021,71.92,71.92,71.92,71.92,,-0.22%
09/16/2021,72.07,72.07,72.07,72.07,,-0.02%
09/15/2021,72.09,72.09,72.09,72.09,,1.26%
09/14/2021,71.19,71.19,71.19,71.19,,0.12%
09/13/2021,71.11,71.11,71.11,71.11,,0.58%
09-10-21,70.7,70.7,70.7,70.7,,1.54%
09-09-21,69.63,69.63,69.63,69.63,,-1.06%
09-08-21,70.38,70.38,70.38,70.38,,0.96%
09-07-21,69.71,69.71,69.71,69.71,,-1.32%
09-03-21,70.64,70.64,70.64,70.64,,-0.81%
09-02-21,71.22,71.22,71.22,71.22,,1.85%
09-01-21,69.92,69.92,69.92,69.92,,0.63%
08/31/2021,69.49,69.49,69.49,69.49,,0.03%
08/30/2021,69.46,69.46,69.46,69.46,,0.03%
08/27/2021,69.44,69.44,69.44,69.44,,0.29%
08/26/2021,69.24,69.24,69.24,69.24,,-0.31%
08/25/2021,69.45,69.45,69.45,69.45,,0.21%
08/24/2021,69.31,69.31,69.31,69.31,,0.80%
08/23/2021,68.76,68.76,68.76,68.76,,1.72%
08/20/2021,67.6,67.6,67.6,67.6,,-0.63%
08/19/2021,68.03,68.03,68.03,68.03,,-1.33%
08/18/2021,68.95,68.95,68.95,68.95,,-0.56%
08/17/2021,69.33,69.33,69.33,69.33,,-0.28%
08/16/2021,69.53,69.53,69.53,69.53,,-0.75%
08/13/2021,70.05,70.05,70.05,70.05,,-0.55%
08-12-21,70.44,70.44,70.44,70.44,,0.02%
08-11-21,70.42,70.42,70.42,70.42,,1.02%
08-10-21,69.71,69.71,69.71,69.71,,1.78%
08-09-21,68.49,68.49,68.49,68.49,,-1.79%
08-06-21,69.74,69.74,69.74,69.74,,-0.68%
08-05-21,70.22,70.22,70.22,70.22,,1.21%
08-04-21,69.39,69.39,69.39,69.39,,-2.20%
08-03-21,70.95,70.95,70.95,70.95,,-0.60%
08-02-21,71.37,71.37,71.37,71.37,,-2.10%
07/30/2021,72.9,72.9,72.9,72.9,,0.01%
07/29/2021,72.89,72.89,72.89,72.89,,0.11%
07/28/2021,72.81,72.81,72.81,72.81,,0.00%
07/27/2021,72.81,72.81,72.81,72.81,,-0.03%
07/26/2021,72.83,72.83,72.83,72.83,,-0.05%
07/23/2021,72.87,72.87,72.87,72.87,,0.08%
07/22/2021,72.81,72.81,72.81,72.81,,0.73%
07/21/2021,72.28,72.28,72.28,72.28,,1.40%
07/20/2021,71.28,71.28,71.28,71.28,,0.39%
07/19/2021,71.01,71.01,71.01,71.01,,-2.62%
07/16/2021,72.92,72.92,72.92,72.92,,0.12%
07/15/2021,72.83,72.83,72.83,72.83,,-0.89%
07/14/2021,73.48,73.48,73.48,73.48,,-1.18%
07/13/2021,74.36,74.36,74.36,74.36,,1.12%
07-12-21,73.54,73.54,73.54,73.54,,-0.24%
07-09-21,73.72,73.72,73.72,73.72,,1.57%
07-08-21,72.58,72.58,72.58,72.58,,0.68%
07-07-21,72.08,72.08,72.08,72.08,,-1.16%
07-06-21,72.93,72.93,72.93,72.93,,-1.76%
07-02-21,74.23,74.23,74.23,74.23,,0.48%
07-01-21,73.88,73.88,73.88,73.88,,3.23%
06/30/2021,71.57,71.57,71.57,71.57,,0.00%
06/29/2021,71.57,71.57,71.57,71.57,,0.05%
06/28/2021,71.54,71.54,71.54,71.54,,-0.16%
06/25/2021,71.65,71.65,71.65,71.65,,0.08%
06/24/2021,71.6,71.6,71.6,71.6,,0.11%
06/23/2021,71.52,71.52,71.52,71.52,,0.15%
06/22/2021,71.41,71.41,71.41,71.41,,-0.09%
06/21/2021,71.48,71.48,71.48,71.48,,0.57%
06/18/2021,71.07,71.07,71.07,71.07,,0.19%
06/17/2021,70.94,70.94,70.94,70.94,,-0.87%
06/16/2021,71.56,71.56,71.56,71.56,,0.24%
06/15/2021,71.39,71.39,71.39,71.39,,0.86%
06/14/2021,70.78,70.78,70.78,70.78,,0.24%
06-11-21,70.61,70.61,70.61,70.61,,0.13%
06-10-21,70.52,70.52,70.52,70.52,,0.25%
06-09-21,70.34,70.34,70.34,70.34,,-0.03%
06-08-21,70.36,70.36,70.36,70.36,,0.75%
06-07-21,69.84,69.84,69.84,69.84,,-0.27%
06-04-21,70.03,70.03,70.03,70.03,,0.81%
06-03-21,69.47,69.47,69.47,69.47,,-0.04%
06-02-21,69.5,69.5,69.5,69.5,,1.47%
06-01-21,68.49,68.49,68.49,68.49,,3.34%
05/28/2021,66.28,66.28,66.28,66.28,,-0.06%
05/27/2021,66.32,66.32,66.32,66.32,,-0.03%
05/26/2021,66.33,66.33,66.33,66.33,,0.05%
05/25/2021,66.3,66.3,66.3,66.3,,0.06%
05/24/2021,66.26,66.26,66.26,66.26,,0.82%
05/21/2021,65.73,65.73,65.73,65.73,,0.51%
05/20/2021,65.39,65.39,65.39,65.39,,-0.79%
05/19/2021,65.92,65.92,65.92,65.92,,-1.09%
05/18/2021,66.64,66.64,66.64,66.64,,-0.27%
05/17/2021,66.82,66.82,66.82,66.82,,0.74%
05/14/2021,66.33,66.33,66.33,66.33,,1.39%
05/13/2021,65.42,65.42,65.42,65.42,,-2.02%
05-12-21,66.77,66.77,66.77,66.77,,0.68%
05-11-21,66.32,66.32,66.32,66.32,,0.18%
05-10-21,66.2,66.2,66.2,66.2,,0.09%
05-07-21,66.15,66.15,66.15,66.15,,0.21%
05-06-21,66.01,66.01,66.01,66.01,,-0.97%
05-05-21,66.65,66.65,66.65,66.65,,0.47%
05-04-21,66.35,66.35,66.35,66.35,,2.03%
05-03-21,65.03,65.03,65.03,65.03,,3.39%
04/30/2021,62.89,62.89,62.89,62.89,,0.00%
04/29/2021,62.9,62.9,62.9,62.9,,0.13%
04/28/2021,62.81,62.81,62.81,62.81,,0.11%
04/27/2021,62.75,62.75,62.75,62.75,,0.21%
04/26/2021,62.62,62.62,62.62,62.62,,-0.30%
04/23/2021,62.8,62.8,62.8,62.8,,0.19%
04/22/2021,62.68,62.68,62.68,62.68,,-0.05%
04/21/2021,62.71,62.71,62.71,62.71,,-0.81%
04/20/2021,63.23,63.23,63.23,63.23,,-0.39%
04/19/2021,63.47,63.47,63.47,63.47,,0.09%
04/16/2021,63.42,63.42,63.42,63.42,,-0.10%
04/15/2021,63.48,63.48,63.48,63.48,,0.34%
04/14/2021,63.26,63.26,63.26,63.26,,2.82%
04/13/2021,61.53,61.53,61.53,61.53,,0.37%
04-12-21,61.3,61.3,61.3,61.3,,0.19%
04-09-21,61.19,61.19,61.19,61.19,,-0.45%
04-08-21,61.47,61.47,61.47,61.47,,0.02%
04-07-21,61.46,61.46,61.46,61.46,,0.82%
04-06-21,60.96,60.96,60.96,60.96,,0.41%
04-05-21,60.71,60.71,60.71,60.71,,-4.05%
04-01-21,63.27,63.27,63.27,63.27,,-1.78%
03/31/2021,64.41,64.41,64.41,64.41,,0.01%
03/30/2021,64.41,64.41,64.41,64.41,,-0.02%
03/29/2021,64.42,64.42,64.42,64.42,,-0.02%
03/26/2021,64.43,64.43,64.43,64.43,,0.61%
03/25/2021,64.05,64.05,64.05,64.05,,-0.71%
03/24/2021,64.5,64.5,64.5,64.5,,1.23%
03/23/2021,63.72,63.72,63.72,63.72,,-1.52%
03/22/2021,64.71,64.71,64.71,64.71,,0.21%
03/19/2021,64.57,64.57,64.57,64.57,,1.05%
03/18/2021,63.9,63.9,63.9,63.9,,-2.84%
03/17/2021,65.77,65.77,65.77,65.77,,-0.43%
03/16/2021,66.05,66.05,66.05,66.05,,-0.49%
03/15/2021,66.38,66.38,66.38,66.38,,-0.19%
03-12-21,66.5,66.5,66.5,66.5,,-0.22%
03-11-21,66.65,66.65,66.65,66.65,,1.69%
03-10-21,65.54,65.54,65.54,65.54,,0.26%
03-09-21,65.37,65.37,65.37,65.37,,-0.70%
03-08-21,65.84,65.84,65.84,65.84,,-1.58%
03-05-21,66.89,66.89,66.89,66.89,,3.23%
03-04-21,64.8,64.8,64.8,64.8,,3.59%
03-03-21,62.55,62.55,62.55,62.55,,2.00%
03-02-21,61.33,61.33,61.33,61.33,,-1.53%
03-01-21,62.28,62.28,62.28,62.28,,2.34%
02/26/2021,60.85,60.85,60.85,60.85,,0.03%
02/25/2021,60.84,60.84,60.84,60.84,,0.04%
02/24/2021,60.81,60.81,60.81,60.81,,0.29%
02/23/2021,60.63,60.63,60.63,60.63,,0.02%
02/22/2021,60.62,60.62,60.62,60.62,,0.70%
02/19/2021,60.2,60.2,60.2,60.2,,-0.66%
02/18/2021,60.59,60.59,60.59,60.59,,-0.49%
02/17/2021,60.89,60.89,60.89,60.89,,0.48%
02/16/2021,60.6,60.6,60.6,60.6,,0.61%
02-12-21,60.23,60.23,60.23,60.23,,1.13%
02-11-21,59.56,59.56,59.56,59.56,,-0.23%
02-10-21,59.69,59.69,59.69,59.69,,0.10%
02-09-21,59.63,59.63,59.63,59.63,,0.45%
02-08-21,59.36,59.36,59.36,59.36,,1.65%
02-05-21,58.4,58.4,58.4,58.4,,0.74%
02-04-21,57.97,57.97,57.97,57.97,,0.48%
02-03-21,57.69,57.69,57.69,57.69,,1.73%
02-02-21,56.71,56.71,56.71,56.71,,1.88%
02-01-21,55.66,55.66,55.66,55.66,,1.62%
01/29/2021,54.77,54.77,54.77,54.77,,0.02%
01/28/2021,54.76,54.76,54.76,54.76,,-0.09%
01/27/2021,54.81,54.81,54.81,54.81,,-0.02%
01/26/2021,54.82,54.82,54.82,54.82,,-0.08%
01/25/2021,54.87,54.87,54.87,54.87,,0.20%
01/22/2021,54.76,54.76,54.76,54.76,,-0.35%
01/21/2021,54.95,54.95,54.95,54.95,,-0.02%
01/20/2021,54.97,54.97,54.97,54.97,,0.14%
01/19/2021,54.89,54.89,54.89,54.89,,0.66%
01/15/2021,54.53,54.53,54.53,54.53,,-1.15%
01/14/2021,55.17,55.17,55.17,55.17,,0.37%
01/13/2021,54.96,54.96,54.96,54.96,,-0.73%
01-12-21,55.37,55.37,55.37,55.37,,1.08%
01-11-21,54.78,54.78,54.78,54.78,,-0.51%
01-08-21,55.06,55.06,55.06,55.06,,2.37%
01-07-21,53.78,53.78,53.78,53.78,,0.28%
01-06-21,53.63,53.63,53.63,53.63,,1.50%
01-05-21,52.84,52.84,52.84,52.84,,4.40%
01-04-21,50.61,50.61,50.61,50.61,,1.60%
12/31/2020,49.81,49.81,49.81,49.81,,0.00%
12/30/2020,49.82,49.82,49.82,49.82,,0.07%
12/29/2020,49.78,49.78,49.78,49.78,,0.01%
12/28/2020,49.77,49.77,49.77,49.77,,-0.13%
12/24/2020,49.84,49.84,49.84,49.84,,0.04%
12/23/2020,49.81,49.81,49.81,49.81,,0.49%
12/22/2020,49.57,49.57,49.57,49.57,,-0.58%
12/21/2020,49.86,49.86,49.86,49.86,,-0.96%
12/18/2020,50.34,50.34,50.34,50.34,,0.53%
12/17/2020,50.08,50.08,50.08,50.08,,0.23%
12/16/2020,49.96,49.96,49.96,49.96,,0.30%
12/15/2020,49.81,49.81,49.81,49.81,,0.72%
12/14/2020,49.46,49.46,49.46,49.46,,0.48%
12-11-20,49.22,49.22,49.22,49.22,,-0.13%
12-10-20,49.29,49.29,49.29,49.29,,1.80%
12-09-20,48.42,48.42,48.42,48.42,,0.28%
12-08-20,48.28,48.28,48.28,48.28,,0.12%
12-07-20,48.23,48.23,48.23,48.23,,-0.26%
12-04-20,48.35,48.35,48.35,48.35,,0.65%
12-03-20,48.04,48.04,48.04,48.04,,0.78%
12-02-20,47.67,47.67,47.67,47.67,,1.51%
12-01-20,46.96,46.96,46.96,46.96,,8.22%
11/30/2020,43.39,43.39,43.39,43.39,,-0.10%
11/27/2020,43.44,43.44,43.44,43.44,,-0.19%
11/25/2020,43.52,43.52,43.52,43.52,,0.29%
11/24/2020,43.4,43.4,43.4,43.4,,0.74%
11/23/2020,43.08,43.08,43.08,43.08,,0.55%
11/20/2020,42.84,42.84,42.84,42.84,,0.57%
11/19/2020,42.6,42.6,42.6,42.6,,-0.22%
11/18/2020,42.69,42.69,42.69,42.69,,0.48%
11/17/2020,42.49,42.49,42.49,42.49,,-0.08%
11/16/2020,42.52,42.52,42.52,42.52,,1.55%
11/13/2020,41.87,41.87,41.87,41.87,,-1.17%
11-12-20,42.37,42.37,42.37,42.37,,0.03%
11-11-20,42.36,42.36,42.36,42.36,,0.39%
11-10-20,42.19,42.19,42.19,42.19,,1.90%
11-09-20,41.4,41.4,41.4,41.4,,5.40%
11-06-20,39.28,39.28,39.28,39.28,,-2.14%
11-05-20,40.14,40.14,40.14,40.14,,-1.00%
11-04-20,40.55,40.55,40.55,40.55,,3.54%
11-03-20,39.16,39.16,39.16,39.16,,2.11%
11-02-20,38.36,38.36,38.36,38.36,,-5.67%
10/30/2020,40.66,40.66,40.66,40.66,,-0.05%
10/29/2020,40.68,40.68,40.68,40.68,,-0.17%
10/28/2020,40.75,40.75,40.75,40.75,,-0.56%
10/27/2020,40.98,40.98,40.98,40.98,,0.23%
10/26/2020,40.89,40.89,40.89,40.89,,-0.62%
10/23/2020,41.14,41.14,41.14,41.14,,-0.40%
10/22/2020,41.31,41.31,41.31,41.31,,0.58%
10/21/2020,41.07,41.07,41.07,41.07,,-1.26%
10/20/2020,41.59,41.59,41.59,41.59,,0.52%
10/19/2020,41.37,41.37,41.37,41.37,,-0.26%
10/16/2020,41.48,41.48,41.48,41.48,,-0.40%
10/15/2020,41.65,41.65,41.65,41.65,,-0.31%
10/14/2020,41.78,41.78,41.78,41.78,,1.31%
10/13/2020,41.24,41.24,41.24,41.24,,1.13%
10-12-20,40.78,40.78,40.78,40.78,,-1.69%
10-09-20,41.48,41.48,41.48,41.48,,-0.94%
10-08-20,41.88,41.88,41.88,41.88,,2.19%
10-07-20,40.98,40.98,40.98,40.98,,-1.41%
10-06-20,41.56,41.56,41.56,41.56,,2.83%
10-05-20,40.42,40.42,40.42,40.42,,5.04%
10-02-20,38.48,38.48,38.48,38.48,,-4.53%
10-01-20,40.3,40.3,40.3,40.3,,-2.87%
09/30/2020,41.49,41.49,41.49,41.49,,-0.09%
09/29/2020,41.53,41.53,41.53,41.53,,-0.22%
09/28/2020,41.62,41.62,41.62,41.62,,0.05%
09/25/2020,41.6,41.6,41.6,41.6,,0.09%
09/24/2020,41.56,41.56,41.56,41.56,,0.19%
09/23/2020,41.49,41.49,41.49,41.49,,-0.02%
09/22/2020,41.5,41.5,41.5,41.5,,0.21%
09/21/2020,41.41,41.41,41.41,41.41,,-1.43%
09/18/2020,42.01,42.01,42.01,42.01,,-0.02%
09/17/2020,42.02,42.02,42.02,42.02,,1.06%
09/16/2020,41.58,41.58,41.58,41.58,,2.18%
09/15/2020,40.69,40.69,40.69,40.69,,1.34%
09/14/2020,40.15,40.15,40.15,40.15,,-0.23%
09-11-20,40.24,40.24,40.24,40.24,,-0.01%
09-10-20,40.25,40.25,40.25,40.25,,-1.29%
09-09-20,40.78,40.78,40.78,40.78,,1.44%
09-08-20,40.2,40.2,40.2,40.2,,-5.67%
09-04-20,42.61,42.61,42.61,42.61,,-2.29%
09-03-20,43.61,43.61,43.61,43.61,,-0.50%
09-02-20,43.83,43.83,43.83,43.83,,-2.27%
09-01-20,44.85,44.85,44.85,44.85,,1.95%
08/31/2020,43.99,43.99,43.99,43.99,,0.10%
08/28/2020,43.94,43.94,43.94,43.94,,-0.05%
08/27/2020,43.96,43.96,43.96,43.96,,0.00%
08/26/2020,43.96,43.96,43.96,43.96,,-0.09%
08/25/2020,44,44,44,44,,0.20%
08/24/2020,43.91,43.91,43.91,43.91,,0.50%
08/21/2020,43.69,43.69,43.69,43.69,,-0.21%
08/20/2020,43.78,43.78,43.78,43.78,,-0.39%
08/19/2020,43.96,43.96,43.96,43.96,,-0.01%
08/18/2020,43.96,43.96,43.96,43.96,,0.42%
08/17/2020,43.78,43.78,43.78,43.78,,0.89%
08/14/2020,43.39,43.39,43.39,43.39,,-0.45%
08/13/2020,43.59,43.59,43.59,43.59,,-0.87%
08-12-20,43.97,43.97,43.97,43.97,,1.36%
08-11-20,43.38,43.38,43.38,43.38,,-0.92%
08-10-20,43.78,43.78,43.78,43.78,,1.03%
08-07-20,43.33,43.33,43.33,43.33,,-0.64%
08-06-20,43.61,43.61,43.61,43.61,,-0.60%
08-05-20,43.88,43.88,43.88,43.88,,1.11%
08-04-20,43.4,43.4,43.4,43.4,,0.02%
08-03-20,43.39,43.39,43.39,43.39,,1.98%
07/31/2020,42.54,42.54,42.54,42.54,,-1.70%
07/30/2020,43.28,43.28,43.28,43.28,,-0.04%
07/29/2020,43.29,43.29,43.29,43.29,,0.03%
07/28/2020,43.28,43.28,43.28,43.28,,-0.12%
07/27/2020,43.33,43.33,43.33,43.33,,0.11%
07/24/2020,43.28,43.28,43.28,43.28,,-0.04%
07/23/2020,43.3,43.3,43.3,43.3,,-0.72%
07/22/2020,43.62,43.62,43.62,43.62,,0.08%
07/21/2020,43.58,43.58,43.58,43.58,,1.22%
07/20/2020,43.05,43.05,43.05,43.05,,0.13%
07/17/2020,43,43,43,43,,-0.70%
07/16/2020,43.3,43.3,43.3,43.3,,-1.10%
07/15/2020,43.78,43.78,43.78,43.78,,1.31%
07/14/2020,43.22,43.22,43.22,43.22,,0.28%
07/13/2020,43.1,43.1,43.1,43.1,,-0.70%
07-10-20,43.4,43.4,43.4,43.4,,1.43%
07-09-20,42.79,42.79,42.79,42.79,,-1.16%
07-08-20,43.29,43.29,43.29,43.29,,0.47%
07-07-20,43.09,43.09,43.09,43.09,,0.46%
07-06-20,42.89,42.89,42.89,42.89,,-0.72%
07-02-20,43.2,43.2,43.2,43.2,,2.23%
07-01-20,42.26,42.26,42.26,42.26,,3.60%
06/30/2020,40.79,40.79,40.79,40.79,,-0.01%
06/29/2020,40.8,40.8,40.8,40.8,,-0.02%
06/26/2020,40.81,40.81,40.81,40.81,,0.05%
06/25/2020,40.78,40.78,40.78,40.78,,0.35%
06/24/2020,40.64,40.64,40.64,40.64,,-0.97%
06/23/2020,41.04,41.04,41.04,41.04,,-0.20%
06/22/2020,41.12,41.12,41.12,41.12,,0.12%
06/19/2020,41.07,41.07,41.07,41.07,,1.09%
06/18/2020,40.63,40.63,40.63,40.63,,1.00%
06/17/2020,40.23,40.23,40.23,40.23,,-0.14%
06/16/2020,40.28,40.28,40.28,40.28,,1.08%
06/15/2020,39.85,39.85,39.85,39.85,,0.89%
06-12-20,39.5,39.5,39.5,39.5,,0.15%
06-11-20,39.44,39.44,39.44,39.44,,-5.01%
06-10-20,41.52,41.52,41.52,41.52,,1.72%
06-09-20,40.82,40.82,40.82,40.82,,0.31%
06-08-20,40.69,40.69,40.69,40.69,,-1.51%
06-05-20,41.32,41.32,41.32,41.32,,5.53%
06-04-20,39.15,39.15,39.15,39.15,,-0.27%
06-03-20,39.26,39.26,39.26,39.26,,0.21%
06-02-20,39.17,39.17,39.17,39.17,,2.23%
06-01-20,38.32,38.32,38.32,38.32,,25.77%
05/29/2020,30.47,30.47,30.47,30.47,,-0.15%
05/28/2020,30.51,30.51,30.51,30.51,,0.28%
